
 	 0.811553 	 1.429243 	 2.031308 	 2.609208 	 3.156670 	 3.669793 	 4.146794 	 4.587575 	 4.993244 	 5.365682 	 5.707206 	 6.020310 	 6.307500 	 6.571184 	 6.813612 	 7.036847 	 7.242759 	 7.433026 	 7.609149 	 7.772467 	 7.924170 	 8.065321 	 8.196867 	 8.319656 	 8.434447 	 8.541922 	 8.642698 	 8.737332 	 8.826331 	 8.910156 	 8.989230 	 9.063943 	 9.134653 	 9.201692 	 9.265367 	 9.325967 	 9.383762 	 9.439003 	 9.491932 	 9.542773 	 9.591741 	 9.639043 	 9.684875 	 9.729426 	 9.772880 	 9.815413 	 9.857200 	 9.898410 	 9.939210 	 9.979764 
 	 0.839753 	 1.511934 	 2.163192 	 2.782657 	 3.362973 	 3.900238 	 4.393404 	 4.843500 	 5.252886 	 5.624649 	 5.962169 	 6.268836 	 6.547876 	 6.802263 	 7.034683 	 7.247525 	 7.442903 	 7.622673 	 7.788463 	 7.941699 	 8.083634 	 8.215368 	 8.337871 	 8.452000 	 8.558516 	 8.658099 	 8.751353 	 8.838826 	 8.921008 	 8.998345 	 9.071244 	 9.140076 	 9.205182 	 9.266875 	 9.325447 	 9.381168 	 9.434290 	 9.485052 	 9.533674 	 9.580368 	 9.625333 	 9.668761 	 9.710832 	 9.751723 	 9.791602 	 9.830634 	 9.868978 	 9.906790 	 9.944225 	 9.981433 
 	 0.875276 	 1.615549 	 2.326870 	 2.995253 	 3.612329 	 4.174781 	 4.683082 	 5.140135 	 5.550151 	 5.917857 	 6.247986 	 6.544989 	 6.812906 	 7.055311 	 7.275330 	 7.475668 	 7.658655 	 7.826300 	 7.980329 	 8.122233 	 8.253299 	 8.374646 	 8.487248 	 8.591956 	 8.689520 	 8.780602 	 8.865791 	 8.945610 	 9.020529 	 9.090973 	 9.157326 	 9.219936 	 9.279123 	 9.335180 	 9.388378 	 9.438967 	 9.487181 	 9.533239 	 9.577344 	 9.619691 	 9.660463 	 9.699834 	 9.737970 	 9.775032 	 9.811173 	 9.846543 	 9.881287 	 9.915548 	 9.949466 	 9.983178 
 	 0.921081 	 1.748115 	 2.533486 	 3.259158 	 3.916307 	 4.503476 	 5.024010 	 5.483805 	 5.889727 	 6.248644 	 6.566927 	 6.850230 	 7.103445 	 7.330746 	 7.535660 	 7.721160 	 7.889751 	 8.043542 	 8.184321 	 8.313604 	 8.432684 	 8.542670 	 8.644518 	 8.739056 	 8.827006 	 8.909001 	 8.985598 	 9.057293 	 9.124526 	 9.187693 	 9.247149 	 9.303218 	 9.356193 	 9.406344 	 9.453917 	 9.499141 	 9.542229 	 9.583377 	 9.622773 	 9.660590 	 9.696994 	 9.732142 	 9.766183 	 9.799261 	 9.831514 	 9.863077 	 9.894080 	 9.924650 	 9.954913 	 9.984991 
 	 0.982011 	 1.922344 	 2.799801 	 3.591587 	 4.290264 	 4.898806 	 5.425677 	 5.881350 	 6.276306 	 6.620066 	 6.920849 	 7.185557 	 7.419900 	 7.628568 	 7.815404 	 7.983563 	 8.135645 	 8.273798 	 8.399810 	 8.515179 	 8.621163 	 8.718832 	 8.809098 	 8.892744 	 8.970447 	 9.042796 	 9.110308 	 9.173438 	 9.232590 	 9.288123 	 9.340361 	 9.389595 	 9.436089 	 9.480085 	 9.521805 	 9.561452 	 9.599215 	 9.635270 	 9.669781 	 9.702903 	 9.734782 	 9.765556 	 9.795358 	 9.824314 	 9.852546 	 9.880172 	 9.907305 	 9.934059 	 9.960543 	 9.986866 
 	 1.066633 	 2.159449 	 3.151786 	 4.017125 	 4.754357 	 5.375809 	 5.898540 	 6.339612 	 6.714083 	 7.034464 	 7.310845 	 7.551250 	 7.762031 	 7.948221 	 8.113824 	 8.262044 	 8.395467 	 8.516194 	 8.625943 	 8.726137 	 8.817957 	 8.902398 	 8.980299 	 9.052375 	 9.119241 	 9.181429 	 9.239400 	 9.293562 	 9.344272 	 9.391848 	 9.436576 	 9.478710 	 9.518483 	 9.556104 	 9.591766 	 9.625647 	 9.657909 	 9.688705 	 9.718177 	 9.746458 	 9.773674 	 9.799943 	 9.825380 	 9.850092 	 9.874185 	 9.897758 	 9.920911 	 9.943738 	 9.966335 	 9.988794 
 	 1.191703 	 2.497033 	 3.630768 	 4.570770 	 5.334230 	 5.951532 	 6.453061 	 6.864475 	 7.205949 	 7.492862 	 7.736817 	 7.946567 	 8.128754 	 8.288462 	 8.429625 	 8.555323 	 8.667987 	 8.769566 	 8.861632 	 8.945468 	 9.022132 	 9.092504 	 9.157324 	 9.217216 	 9.272714 	 9.324277 	 9.372302 	 9.417137 	 9.459088 	 9.498423 	 9.535385 	 9.570188 	 9.603028 	 9.634081 	 9.663509 	 9.691460 	 9.718070 	 9.743466 	 9.767765 	 9.791079 	 9.813513 	 9.835163 	 9.856126 	 9.876490 	 9.896342 	 9.915765 	 9.934841 	 9.953648 	 9.972265 	 9.990768 
 	 1.394850 	 3.006211 	 4.303484 	 5.300958 	 6.060262 	 6.643028 	 7.097698 	 7.459280 	 7.752375 	 7.994218 	 8.196995 	 8.369448 	 8.517955 	 8.647246 	 8.760894 	 8.861633 	 8.951593 	 9.032452 	 9.105550 	 9.171970 	 9.232598 	 9.288164 	 9.339277 	 9.386452 	 9.430123 	 9.470663 	 9.508395 	 9.543598 	 9.576518 	 9.607372 	 9.636351 	 9.663629 	 9.689360 	 9.713684 	 9.736730 	 9.758614 	 9.779445 	 9.799322 	 9.818338 	 9.836581 	 9.854133 	 9.871072 	 9.887470 	 9.903400 	 9.918928 	 9.934120 	 9.949039 	 9.963749 	 9.978309 	 9.992780 
 	 1.776335 	 3.829476 	 5.276000 	 6.269315 	 6.962832 	 7.462620 	 7.835422 	 8.122572 	 8.350052 	 8.534639 	 8.687496 	 8.816276 	 8.926370 	 9.021675 	 9.105070 	 9.178724 	 9.244301 	 9.303099 	 9.356146 	 9.404265 	 9.448125 	 9.488275 	 9.525170 	 9.559191 	 9.590662 	 9.619858 	 9.647016 	 9.672342 	 9.696015 	 9.718194 	 9.739020 	 9.758617 	 9.777098 	 9.794566 	 9.811112 	 9.826822 	 9.841773 	 9.856039 	 9.869685 	 9.882775 	 9.895368 	 9.907520 	 9.919284 	 9.930711 	 9.941850 	 9.952747 	 9.963448 	 9.973999 	 9.984442 	 9.994821 
 	 2.657347 	 5.259360 	 6.701724 	 7.537470 	 8.059130 	 8.409200 	 8.658798 	 8.845533 	 8.990623 	 9.106791 	 9.202076 	 9.281789 	 9.349575 	 9.408015 	 9.458988 	 9.503891 	 9.543786 	 9.579498 	 9.611670 	 9.640820 	 9.667363 	 9.691641 	 9.713935 	 9.734481 	 9.753476 	 9.771090 	 9.787469 	 9.802738 	 9.817006 	 9.830371 	 9.842917 	 9.854721 	 9.865851 	 9.876369 	 9.886331 	 9.895788 	 9.904788 	 9.913374 	 9.921587 	 9.929465 	 9.937044 	 9.944356 	 9.951435 	 9.958311 	 9.965013 	 9.971570 	 9.978008 	 9.984356 	 9.990639 	 9.996884 
 	 5.251040 	 7.848893 	 8.734066 	 9.119711 	 9.327018 	 9.456251 	 9.545037 	 9.610138 	 9.660118 	 9.699827 	 9.732226 	 9.759228 	 9.782125 	 9.801823 	 9.818975 	 9.834065 	 9.847457 	 9.859434 	 9.870217 	 9.879981 	 9.888867 	 9.896992 	 9.904449 	 9.911320 	 9.917671 	 9.923559 	 9.929032 	 9.934134 	 9.938901 	 9.943366 	 9.947556 	 9.951498 	 9.955215 	 9.958728 	 9.962054 	 9.965212 	 9.968217 	 9.971083 	 9.973825 	 9.976455 	 9.978985 	 9.981426 	 9.983789 	 9.986084 	 9.988321 	 9.990510 	 9.992659 	 9.994778 	 9.996876 	 9.998960 
